,game_date,game_status_text,points_home,points_away,home_team_wins,city_home,nickname_home,city_away,nickname_away
2475,2007-10-19,Final,36,33,1,Boston,Celtics,Brooklyn,Nets
2476,2007-02-09,Final,78,92,0,Boston,Celtics,Brooklyn,Nets
2477,2006-11-29,Final,103,106,0,Boston,Celtics,Brooklyn,Nets
2478,2006-10-18,Final,94,90,1,Boston,Celtics,Brooklyn,Nets
2479,2006-04-14,Final,74,79,0,Boston,Celtics,Brooklyn,Nets
2480,2006-01-20,Final,99,96,1,Boston,Celtics,Brooklyn,Nets
2481,2005-10-22,Final,90,69,1,Boston,Celtics,Brooklyn,Nets
2482,2005-04-20,Final,93,102,0,Boston,Celtics,Brooklyn,Nets
2483,2005-02-02,Final,110,89,1,Boston,Celtics,Brooklyn,Nets
2484,2004-10-22,Final,83,96,0,Boston,Celtics,Brooklyn,Nets
2485,2004-03-26,Final,102,93,1,Boston,Celtics,Brooklyn,Nets
2486,2003-11-07,Final,87,94,0,Boston,Celtics,Brooklyn,Nets
2487,2019-11-27,Final,121,110,1,Boston,Celtics,Brooklyn,Nets
2488,2019-01-28,Final,112,104,1,Boston,Celtics,Brooklyn,Nets
2489,2019-01-07,Final,116,95,1,Boston,Celtics,Brooklyn,Nets
2490,2018-04-11,Final,110,97,1,Boston,Celtics,Brooklyn,Nets
2491,2017-12-31,Final,108,105,1,Boston,Celtics,Brooklyn,Nets
2492,2017-04-10,Final,114,105,1,Boston,Celtics,Brooklyn,Nets
2493,2016-10-26,Final,122,117,1,Boston,Celtics,Brooklyn,Nets
2494,2016-10-17,Final,120,99,1,Boston,Celtics,Brooklyn,Nets
2495,2016-01-02,Final,97,100,0,Boston,Celtics,Brooklyn,Nets
2496,2015-11-20,Final,120,95,1,Boston,Celtics,Brooklyn,Nets
2497,2015-10-19,Final,111,105,1,Boston,Celtics,Brooklyn,Nets
2498,2014-12-26,Final,107,109,0,Boston,Celtics,Brooklyn,Nets
2499,2014-10-29,Final,121,105,1,Boston,Celtics,Brooklyn,Nets
2500,2014-10-22,Final,100,86,1,Boston,Celtics,Brooklyn,Nets
2501,2019-12-17,Final,101,108,0,New Orleans,Pelicans,Brooklyn,Nets
2502,2014-03-24,Final,109,104,1,New Orleans,Pelicans,Brooklyn,Nets
2503,2013-02-26,Final,97,101,0,New Orleans,Pelicans,Brooklyn,Nets
2504,2010-12-22,Final,105,91,1,New Orleans,Pelicans,Brooklyn,Nets
2505,2010-01-08,Final,103,99,1,New Orleans,Pelicans,Brooklyn,Nets
2506,2009-01-21,Final,102,92,1,New Orleans,Pelicans,Brooklyn,Nets
2507,2008-03-07,Final,107,96,1,New Orleans,Pelicans,Brooklyn,Nets
2508,2007-03-13,Final,108,112,0,New Orleans,Pelicans,Brooklyn,Nets
2509,2006-03-12,Final,84,95,0,New Orleans,Pelicans,Brooklyn,Nets
2510,2005-03-09,Final,85,86,0,New Orleans,Pelicans,Brooklyn,Nets
2511,2004-02-02,Final,70,91,0,New Orleans,Pelicans,Brooklyn,Nets
2512,2018-10-26,Final,117,115,1,New Orleans,Pelicans,Brooklyn,Nets
2513,2017-12-27,Final,128,113,1,New Orleans,Pelicans,Brooklyn,Nets
2514,2017-01-20,Final,114,143,0,New Orleans,Pelicans,Brooklyn,Nets
2515,2016-01-30,Final,105,103,1,New Orleans,Pelicans,Brooklyn,Nets
2516,2015-02-25,Final,102,96,1,New Orleans,Pelicans,Brooklyn,Nets
2517,2014-01-02,Final,93,95,0,Oklahoma City,Thunder,Brooklyn,Nets
2518,2013-01-02,Final,93,110,0,Oklahoma City,Thunder,Brooklyn,Nets
2519,2010-12-29,Final,114,93,1,Oklahoma City,Thunder,Brooklyn,Nets
2520,2010-03-12,Final,104,102,1,Oklahoma City,Thunder,Brooklyn,Nets
2521,2009-01-26,Final,94,85,1,Oklahoma City,Thunder,Brooklyn,Nets
2522,2007-11-23,Final,93,98,0,Oklahoma City,Thunder,Brooklyn,Nets
2523,2006-11-20,Final,99,87,1,Oklahoma City,Thunder,Brooklyn,Nets
2524,2006-01-28,Final,113,104,1,Oklahoma City,Thunder,Brooklyn,Nets
2525,2004-11-26,Final,92,79,1,Oklahoma City,Thunder,Brooklyn,Nets
2526,2003-11-25,Final,70,93,0,Oklahoma City,Thunder,Brooklyn,Nets
2527,2019-03-13,Final,108,96,1,Oklahoma City,Thunder,Brooklyn,Nets
2528,2018-01-23,Final,109,108,1,Oklahoma City,Thunder,Brooklyn,Nets
2529,2016-11-18,Final,124,105,1,Oklahoma City,Thunder,Brooklyn,Nets
2530,2015-11-25,Final,110,99,1,Oklahoma City,Thunder,Brooklyn,Nets
2531,2014-11-21,Final,92,94,0,Oklahoma City,Thunder,Brooklyn,Nets
2532,2014-02-27,Final,89,112,0,Denver,Nuggets,Brooklyn,Nets
2533,2013-03-29,Final,109,87,1,Denver,Nuggets,Brooklyn,Nets
2534,2012-01-11,Final,123,115,1,Denver,Nuggets,Brooklyn,Nets
2535,2010-11-20,Final,107,103,1,Denver,Nuggets,Brooklyn,Nets
2536,2009-11-24,Final,101,87,1,Denver,Nuggets,Brooklyn,Nets
2537,2009-03-16,Final,121,96,1,Denver,Nuggets,Brooklyn,Nets
2538,2008-01-25,Final,100,85,1,Denver,Nuggets,Brooklyn,Nets
2539,2007-01-27,Final,102,112,0,Denver,Nuggets,Brooklyn,Nets
2540,2005-11-28,Final,92,101,0,Denver,Nuggets,Brooklyn,Nets
2541,2004-11-23,Final,90,88,1,Denver,Nuggets,Brooklyn,Nets
2542,2004-03-02,Final,91,95,0,Denver,Nuggets,Brooklyn,Nets
2543,2019-11-14,Final,101,93,1,Denver,Nuggets,Brooklyn,Nets
2544,2018-11-09,Final,110,112,0,Denver,Nuggets,Brooklyn,Nets
2545,2017-11-07,Final,112,104,1,Denver,Nuggets,Brooklyn,Nets
2546,2017-02-24,Final,129,109,1,Denver,Nuggets,Brooklyn,Nets
2547,2016-03-04,Final,120,121,0,Denver,Nuggets,Brooklyn,Nets
2548,2015-02-23,Final,82,110,0,Denver,Nuggets,Brooklyn,Nets
2549,2013-11-15,Final,98,100,0,Phoenix,Suns,Brooklyn,Nets
2550,2013-03-24,Final,100,102,0,Phoenix,Suns,Brooklyn,Nets
2551,2012-01-13,Final,103,110,0,Phoenix,Suns,Brooklyn,Nets
2552,2011-01-12,Final,118,109,1,Phoenix,Suns,Brooklyn,Nets
2553,2010-01-20,Final,118,94,1,Phoenix,Suns,Brooklyn,Nets
2554,2008-11-30,Final,109,117,0,Phoenix,Suns,Brooklyn,Nets
2555,2008-01-20,Final,116,92,1,Phoenix,Suns,Brooklyn,Nets
2556,2006-11-24,Final,99,93,1,Phoenix,Suns,Brooklyn,Nets
2557,2005-11-25,Final,92,81,1,Phoenix,Suns,Brooklyn,Nets
2558,2005-01-23,Final,113,105,1,Phoenix,Suns,Brooklyn,Nets
2559,2004-03-03,Final,87,74,1,Phoenix,Suns,Brooklyn,Nets
2560,2003-10-07,Final,79,101,0,Phoenix,Suns,Brooklyn,Nets
2561,2019-11-10,Final,138,112,1,Phoenix,Suns,Brooklyn,Nets
2562,2018-11-06,Final,82,104,0,Phoenix,Suns,Brooklyn,Nets
2563,2017-11-06,Final,92,98,0,Phoenix,Suns,Brooklyn,Nets
2564,2016-11-12,Final,104,122,0,Phoenix,Suns,Brooklyn,Nets
2565,2016-02-25,Final,106,116,0,Phoenix,Suns,Brooklyn,Nets
2566,2014-11-12,Final,112,104,1,Phoenix,Suns,Brooklyn,Nets
2567,2019-12-28,Final,108,98,1,Houston,Rockets,Brooklyn,Nets
2568,2013-11-29,Final,114,95,1,Houston,Rockets,Brooklyn,Nets
2569,2013-01-26,Final,119,106,1,Houston,Rockets,Brooklyn,Nets
2570,2011-02-26,Final,123,108,1,Houston,Rockets,Brooklyn,Nets
2571,2010-10-13,Final,91,81,1,Houston,Rockets,Brooklyn,Nets
2572,2010-03-13,Final,116,108,1,Houston,Rockets,Brooklyn,Nets
2573,2009-02-17,Final,114,88,1,Houston,Rockets,Brooklyn,Nets
2574,2008-03-10,Final,91,73,1,Houston,Rockets,Brooklyn,Nets
2575,2007-03-09,Final,112,91,1,Houston,Rockets,Brooklyn,Nets
2576,2006-03-13,Final,77,90,0,Houston,Rockets,Brooklyn,Nets
2577,2005-01-13,Final,94,85,1,Houston,Rockets,Brooklyn,Nets
2578,2004-01-31,Final,77,88,0,Houston,Rockets,Brooklyn,Nets
2579,2019-01-16,Final,142,145,0,Houston,Rockets,Brooklyn,Nets
2580,2017-11-27,Final,117,103,1,Houston,Rockets,Brooklyn,Nets
2581,2016-12-12,Final,122,118,1,Houston,Rockets,Brooklyn,Nets
2582,2015-11-11,Final,98,106,0,Houston,Rockets,Brooklyn,Nets
2583,2015-02-27,Final,102,98,1,Houston,Rockets,Brooklyn,Nets
2584,2020-01-02,Final,123,111,1,Dallas,Mavericks,Brooklyn,Nets
2585,2014-03-23,Final,104,107,0,Dallas,Mavericks,Brooklyn,Nets
2586,2013-03-20,Final,96,113,0,Dallas,Mavericks,Brooklyn,Nets
2587,2012-02-28,Final,92,93,0,Dallas,Mavericks,Brooklyn,Nets
2588,2010-12-09,Final,102,89,1,Dallas,Mavericks,Brooklyn,Nets
2589,2010-03-10,Final,96,87,1,Dallas,Mavericks,Brooklyn,Nets
2590,2009-02-18,Final,113,98,1,Dallas,Mavericks,Brooklyn,Nets
2591,2008-03-08,Final,111,91,1,Dallas,Mavericks,Brooklyn,Nets
2592,2007-03-06,Final,102,89,1,Dallas,Mavericks,Brooklyn,Nets
2593,2006-01-14,Final,110,77,1,Dallas,Mavericks,Brooklyn,Nets
2594,2005-01-15,Final,98,93,1,Dallas,Mavericks,Brooklyn,Nets
2595,2004-01-20,Final,106,93,1,Dallas,Mavericks,Brooklyn,Nets
2596,2018-11-21,Final,119,113,1,Dallas,Mavericks,Brooklyn,Nets
2597,2017-11-29,Final,104,109,0,Dallas,Mavericks,Brooklyn,Nets
2598,2017-03-10,Final,105,96,1,Dallas,Mavericks,Brooklyn,Nets
2599,2016-01-29,Final,91,79,1,Dallas,Mavericks,Brooklyn,Nets
2600,2015-02-28,Final,94,104,0,Dallas,Mavericks,Brooklyn,Nets
2601,2013-11-13,Final,107,86,1,Sacramento,Kings,Brooklyn,Nets
2602,2012-11-18,Final,90,99,0,Sacramento,Kings,Brooklyn,Nets
2603,2012-03-31,Final,99,111,0,Sacramento,Kings,Brooklyn,Nets
2604,2010-11-19,Final,86,81,1,Sacramento,Kings,Brooklyn,Nets
2605,2009-11-27,Final,109,96,1,Sacramento,Kings,Brooklyn,Nets
2606,2008-11-26,Final,114,116,0,Sacramento,Kings,Brooklyn,Nets
2607,2008-01-22,Final,128,94,1,Sacramento,Kings,Brooklyn,Nets
2608,2007-01-22,Final,88,87,1,Sacramento,Kings,Brooklyn,Nets
2609,2005-11-23,Final,114,105,1,Sacramento,Kings,Brooklyn,Nets
2610,2005-01-25,Final,113,93,1,Sacramento,Kings,Brooklyn,Nets
2611,2003-11-30,Final,105,92,1,Sacramento,Kings,Brooklyn,Nets
2612,2019-03-19,Final,121,123,0,Sacramento,Kings,Brooklyn,Nets
2613,2018-03-01,Final,116,111,1,Sacramento,Kings,Brooklyn,Nets
2614,2017-03-01,Final,100,109,0,Sacramento,Kings,Brooklyn,Nets
2615,2015-11-13,Final,111,109,1,Sacramento,Kings,Brooklyn,Nets
2616,2015-01-21,Final,100,103,0,Sacramento,Kings,Brooklyn,Nets
2617,2014-10-12,Final,95,97,0,Sacramento,Kings,Brooklyn,Nets
2618,2020-08-09,Final,120,129,0,Los Angeles,Clippers,Brooklyn,Nets
2619,2013-11-16,Final,110,103,1,Los Angeles,Clippers,Brooklyn,Nets
2620,2013-03-23,Final,101,95,1,Los Angeles,Clippers,Brooklyn,Nets
2621,2012-01-16,Final,101,91,1,Los Angeles,Clippers,Brooklyn,Nets
2622,2010-11-15,Final,96,110,0,Los Angeles,Clippers,Brooklyn,Nets
2623,2010-01-18,Final,106,95,1,Los Angeles,Clippers,Brooklyn,Nets
2624,2009-03-15,Final,107,105,1,Los Angeles,Clippers,Brooklyn,Nets
2625,2008-01-19,Final,120,107,1,Los Angeles,Clippers,Brooklyn,Nets
2626,2007-01-25,Final,102,101,1,Los Angeles,Clippers,Brooklyn,Nets
2627,2006-01-25,Final,90,77,1,Los Angeles,Clippers,Brooklyn,Nets
2628,2004-11-25,Final,101,88,1,Los Angeles,Clippers,Brooklyn,Nets
2629,2003-11-27,Final,96,102,0,Los Angeles,Clippers,Brooklyn,Nets
2630,2019-03-17,Final,119,116,1,Los Angeles,Clippers,Brooklyn,Nets
2631,2018-03-04,Final,123,120,1,Los Angeles,Clippers,Brooklyn,Nets
2632,2016-11-14,Final,127,95,1,Los Angeles,Clippers,Brooklyn,Nets
2633,2016-02-29,Final,105,95,1,Los Angeles,Clippers,Brooklyn,Nets
2634,2015-01-22,Final,123,84,1,Los Angeles,Clippers,Brooklyn,Nets
2635,2020-02-20,Final,112,104,1,Philadelphia,76ers,Brooklyn,Nets
2636,2020-01-15,Final,117,106,1,Philadelphia,76ers,Brooklyn,Nets
2637,2014-04-05,Final,101,105,0,Philadelphia,76ers,Brooklyn,Nets
2638,2013-12-20,Final,121,120,1,Philadelphia,76ers,Brooklyn,Nets
2639,2013-10-14,Final,97,127,0,Philadelphia,76ers,Brooklyn,Nets
2640,2013-03-11,Final,106,97,1,Philadelphia,76ers,Brooklyn,Nets
2641,2013-01-08,Final,89,109,0,Philadelphia,76ers,Brooklyn,Nets
2642,2012-10-13,Final,105,108,0,Philadelphia,76ers,Brooklyn,Nets
2643,2012-04-13,Final,89,95,0,Philadelphia,76ers,Brooklyn,Nets
2644,2012-01-25,Final,90,97,0,Philadelphia,76ers,Brooklyn,Nets
2645,2011-04-01,Final,115,90,1,Philadelphia,76ers,Brooklyn,Nets
2646,2010-11-27,Final,102,86,1,Philadelphia,76ers,Brooklyn,Nets
2647,2010-10-05,Final,96,103,0,Philadelphia,76ers,Brooklyn,Nets
2648,2010-03-17,Final,108,97,1,Philadelphia,76ers,Brooklyn,Nets
2649,2009-11-06,Final,97,94,1,Philadelphia,76ers,Brooklyn,Nets
2650,2009-10-09,Final,93,92,1,Philadelphia,76ers,Brooklyn,Nets
2651,2009-01-31,Final,83,85,0,Philadelphia,76ers,Brooklyn,Nets
2652,2008-12-06,Final,84,95,0,Philadelphia,76ers,Brooklyn,Nets
2653,2008-03-22,Final,91,87,1,Philadelphia,76ers,Brooklyn,Nets
2654,2007-11-03,Final,88,93,0,Philadelphia,76ers,Brooklyn,Nets
2655,2007-10-12,Final,90,91,0,Philadelphia,76ers,Brooklyn,Nets
2656,2007-03-04,Final,99,86,1,Philadelphia,76ers,Brooklyn,Nets
2657,2007-02-05,Final,100,98,1,Philadelphia,76ers,Brooklyn,Nets
2658,2006-10-25,Final,110,88,1,Philadelphia,76ers,Brooklyn,Nets
2659,2006-04-18,Final,91,88,1,Philadelphia,76ers,Brooklyn,Nets
2660,2006-01-18,Final,90,101,0,Philadelphia,76ers,Brooklyn,Nets
2661,2005-03-02,Final,93,99,0,Philadelphia,76ers,Brooklyn,Nets
2662,2004-11-10,Final,108,100,1,Philadelphia,76ers,Brooklyn,Nets
2663,2004-10-23,Final,86,81,1,Philadelphia,76ers,Brooklyn,Nets
2664,2004-01-27,Final,76,94,0,Philadelphia,76ers,Brooklyn,Nets
2665,2004-01-09,Final,97,81,1,Philadelphia,76ers,Brooklyn,Nets
2666,2019-04-23,Final,122,100,1,Philadelphia,76ers,Brooklyn,Nets
2667,2019-04-15,Final,145,123,1,Philadelphia,76ers,Brooklyn,Nets
2668,2019-04-13,Final,102,111,0,Philadelphia,76ers,Brooklyn,Nets
2669,2019-03-28,Final,123,110,1,Philadelphia,76ers,Brooklyn,Nets
2670,2018-12-12,Final,124,127,0,Philadelphia,76ers,Brooklyn,Nets
2671,2018-04-03,Final,121,95,1,Philadelphia,76ers,Brooklyn,Nets
2672,2018-03-16,Final,120,116,1,Philadelphia,76ers,Brooklyn,Nets
2673,2017-04-04,Final,118,141,0,Philadelphia,76ers,Brooklyn,Nets
2674,2016-12-18,Final,108,107,1,Philadelphia,76ers,Brooklyn,Nets
2675,2016-03-11,Final,95,89,1,Philadelphia,76ers,Brooklyn,Nets
2676,2016-02-06,Final,103,98,1,Philadelphia,76ers,Brooklyn,Nets
2677,2015-10-10,Final,97,95,1,Philadelphia,76ers,Brooklyn,Nets
2678,2015-03-14,Final,87,94,0,Philadelphia,76ers,Brooklyn,Nets
2679,2014-11-26,Final,91,99,0,Philadelphia,76ers,Brooklyn,Nets
2680,2014-04-16,Final,114,85,1,Cleveland,Cavaliers,Brooklyn,Nets
2681,2013-10-30,Final,98,94,1,Cleveland,Cavaliers,Brooklyn,Nets
2682,2013-04-03,Final,95,113,0,Cleveland,Cavaliers,Brooklyn,Nets
2683,2012-01-27,Final,96,99,0,Cleveland,Cavaliers,Brooklyn,Nets
2684,2012-01-01,Final,98,82,1,Cleveland,Cavaliers,Brooklyn,Nets
2685,2011-03-23,Final,94,98,0,Cleveland,Cavaliers,Brooklyn,Nets
2686,2010-11-10,Final,87,95,0,Cleveland,Cavaliers,Brooklyn,Nets
2687,2010-02-09,Final,104,97,1,Cleveland,Cavaliers,Brooklyn,Nets
2688,2009-12-15,Final,99,89,1,Cleveland,Cavaliers,Brooklyn,Nets
2689,2009-03-25,Final,98,87,1,Cleveland,Cavaliers,Brooklyn,Nets
2690,2008-04-09,Final,104,83,1,Cleveland,Cavaliers,Brooklyn,Nets
2691,2007-12-04,Final,79,100,0,Cleveland,Cavaliers,Brooklyn,Nets
2692,2007-05-16,Final,72,83,0,Cleveland,Cavaliers,Brooklyn,Nets
2693,2007-05-08,Final,102,92,1,Cleveland,Cavaliers,Brooklyn,Nets
2694,2007-05-06,Final,81,77,1,Cleveland,Cavaliers,Brooklyn,Nets
2695,2007-04-12,Final,94,76,1,Cleveland,Cavaliers,Brooklyn,Nets
2696,2007-01-06,Final,96,91,1,Cleveland,Cavaliers,Brooklyn,Nets
2697,2006-02-01,Final,91,85,1,Cleveland,Cavaliers,Brooklyn,Nets
2698,2005-12-09,Final,100,109,0,Cleveland,Cavaliers,Brooklyn,Nets
2699,2005-04-05,Final,80,111,0,Cleveland,Cavaliers,Brooklyn,Nets
2700,2004-12-07,Final,103,97,1,Cleveland,Cavaliers,Brooklyn,Nets
2701,2004-03-27,Final,107,104,1,Cleveland,Cavaliers,Brooklyn,Nets
2702,2004-02-11,Final,85,105,0,Cleveland,Cavaliers,Brooklyn,Nets
2703,2019-11-25,Final,106,108,0,Cleveland,Cavaliers,Brooklyn,Nets
2704,2019-02-13,Final,139,148,0,Cleveland,Cavaliers,Brooklyn,Nets
2705,2018-10-24,Final,86,102,0,Cleveland,Cavaliers,Brooklyn,Nets
2706,2018-02-27,Final,129,123,1,Cleveland,Cavaliers,Brooklyn,Nets
2707,2017-11-22,Final,119,109,1,Cleveland,Cavaliers,Brooklyn,Nets
2708,2017-01-27,Final,124,116,1,Cleveland,Cavaliers,Brooklyn,Nets
2709,2016-12-23,Final,119,99,1,Cleveland,Cavaliers,Brooklyn,Nets
2710,2016-03-31,Final,107,87,1,Cleveland,Cavaliers,Brooklyn,Nets
2711,2015-11-28,Final,90,88,1,Cleveland,Cavaliers,Brooklyn,Nets
2712,2015-03-18,Final,117,92,1,Cleveland,Cavaliers,Brooklyn,Nets
2713,2014-12-19,Final,95,91,1,Cleveland,Cavaliers,Brooklyn,Nets
2714,2020-02-22,Final,86,115,0,Charlotte,Hornets,Brooklyn,Nets
2715,2019-12-06,Final,104,111,0,Charlotte,Hornets,Brooklyn,Nets
2716,2014-03-26,Final,116,111,1,Charlotte,Hornets,Brooklyn,Nets
2717,2013-11-20,Final,95,91,1,Charlotte,Hornets,Brooklyn,Nets
2718,2013-03-06,Final,78,99,0,Charlotte,Hornets,Brooklyn,Nets
2719,2012-03-09,Final,74,83,0,Charlotte,Hornets,Brooklyn,Nets
2720,2012-03-04,Final,101,104,0,Charlotte,Hornets,Brooklyn,Nets
2721,2011-02-11,Final,89,94,0,Charlotte,Hornets,Brooklyn,Nets
2722,2010-12-03,Final,91,84,1,Charlotte,Hornets,Brooklyn,Nets
2723,2010-02-16,Final,94,103,0,Charlotte,Hornets,Brooklyn,Nets
2724,2009-11-02,Final,79,68,1,Charlotte,Hornets,Brooklyn,Nets
2725,2008-12-27,Final,103,114,0,Charlotte,Hornets,Brooklyn,Nets
2726,2008-02-08,Final,90,104,0,Charlotte,Hornets,Brooklyn,Nets
2727,2008-01-08,Final,115,99,1,Charlotte,Hornets,Brooklyn,Nets
2728,2007-10-15,Final,96,86,1,Charlotte,Hornets,Brooklyn,Nets
2729,2007-03-24,Final,107,113,0,Charlotte,Hornets,Brooklyn,Nets
2730,2007-01-17,Final,85,92,0,Charlotte,Hornets,Brooklyn,Nets
2731,2006-02-15,Final,94,95,0,Charlotte,Hornets,Brooklyn,Nets
2732,2005-12-07,Final,84,97,0,Charlotte,Hornets,Brooklyn,Nets
2733,2005-10-13,Final,76,95,0,Charlotte,Hornets,Brooklyn,Nets
2734,2005-03-28,Final,91,95,0,Charlotte,Hornets,Brooklyn,Nets
2735,2004-12-21,Final,91,94,0,Charlotte,Hornets,Brooklyn,Nets
2736,2019-02-23,Final,115,117,0,Charlotte,Hornets,Brooklyn,Nets
2737,2018-12-28,Final,100,87,1,Charlotte,Hornets,Brooklyn,Nets
2738,2018-03-08,Final,111,125,0,Charlotte,Hornets,Brooklyn,Nets
2739,2018-02-22,Final,111,96,1,Charlotte,Hornets,Brooklyn,Nets
2740,2017-02-07,Final,111,107,1,Charlotte,Hornets,Brooklyn,Nets
2741,2017-01-21,Final,112,105,1,Charlotte,Hornets,Brooklyn,Nets
2742,2016-04-08,Final,113,99,1,Charlotte,Hornets,Brooklyn,Nets
2743,2015-11-18,Final,116,111,1,Charlotte,Hornets,Brooklyn,Nets
2744,2015-03-25,Final,88,91,0,Charlotte,Hornets,Brooklyn,Nets
2745,2014-12-13,Final,87,114,0,Charlotte,Hornets,Brooklyn,Nets
2746,2020-02-29,Final,116,113,1,Miami,Heat,Brooklyn,Nets
2747,2014-05-14,Final,96,94,1,Miami,Heat,Brooklyn,Nets
2748,2014-05-08,Final,94,82,1,Miami,Heat,Brooklyn,Nets
2749,2014-05-06,Final,107,86,1,Miami,Heat,Brooklyn,Nets
2750,2014-04-08,Final,87,88,0,Miami,Heat,Brooklyn,Nets
2751,2014-03-12,Final,95,96,0,Miami,Heat,Brooklyn,Nets
2752,2013-10-25,Final,87,108,0,Miami,Heat,Brooklyn,Nets
2753,2012-12-01,Final,102,89,1,Miami,Heat,Brooklyn,Nets
2754,2012-11-07,Final,103,73,1,Miami,Heat,Brooklyn,Nets
2755,2012-03-06,Final,108,78,1,Miami,Heat,Brooklyn,Nets
2756,2010-11-06,Final,101,89,1,Miami,Heat,Brooklyn,Nets
2757,2010-04-14,Final,94,86,1,Miami,Heat,Brooklyn,Nets
2758,2009-11-14,Final,81,80,1,Miami,Heat,Brooklyn,Nets
2759,2009-01-03,Final,101,96,1,Miami,Heat,Brooklyn,Nets
2760,2008-11-10,Final,99,94,1,Miami,Heat,Brooklyn,Nets
2761,2008-10-09,Final,98,100,0,Miami,Heat,Brooklyn,Nets
2762,2008-02-01,Final,85,94,0,Miami,Heat,Brooklyn,Nets
2763,2007-12-20,Final,103,107,0,Miami,Heat,Brooklyn,Nets
2764,2006-12-29,Final,81,91,0,Miami,Heat,Brooklyn,Nets
2765,2006-11-03,Final,91,85,1,Miami,Heat,Brooklyn,Nets
2766,2006-05-16,Final,106,105,1,Miami,Heat,Brooklyn,Nets
2767,2006-05-10,Final,111,89,1,Miami,Heat,Brooklyn,Nets
2768,2006-05-08,Final,88,100,0,Miami,Heat,Brooklyn,Nets
2769,2005-12-23,Final,88,95,0,Miami,Heat,Brooklyn,Nets
2770,2005-11-07,Final,90,89,1,Miami,Heat,Brooklyn,Nets
2771,2005-04-26,Final,104,87,1,Miami,Heat,Brooklyn,Nets
2772,2005-04-24,Final,116,98,1,Miami,Heat,Brooklyn,Nets
2773,2005-03-12,Final,90,65,1,Miami,Heat,Brooklyn,Nets
2774,2004-04-14,Final,96,84,1,Miami,Heat,Brooklyn,Nets
2775,2004-03-14,Final,104,95,1,Miami,Heat,Brooklyn,Nets
2776,2004-01-23,Final,85,64,1,Miami,Heat,Brooklyn,Nets
2777,2019-03-02,Final,117,88,1,Miami,Heat,Brooklyn,Nets
2778,2018-11-20,Final,92,104,0,Miami,Heat,Brooklyn,Nets
2779,2018-03-31,Final,109,110,0,Miami,Heat,Brooklyn,Nets
2780,2017-12-29,Final,87,111,0,Miami,Heat,Brooklyn,Nets
2781,2017-01-30,Final,104,96,1,Miami,Heat,Brooklyn,Nets
2782,2016-10-11,Final,121,100,1,Miami,Heat,Brooklyn,Nets
2783,2016-03-28,Final,110,99,1,Miami,Heat,Brooklyn,Nets
2784,2015-12-28,Final,105,111,0,Miami,Heat,Brooklyn,Nets
2785,2015-03-11,Final,104,98,1,Miami,Heat,Brooklyn,Nets
2786,2015-01-04,Final,88,84,1,Miami,Heat,Brooklyn,Nets
2787,2020-08-04,Final,116,119,0,Milwaukee,Bucks,Brooklyn,Nets
2788,2014-03-01,Final,98,107,0,Milwaukee,Bucks,Brooklyn,Nets
2789,2013-12-07,Final,82,90,0,Milwaukee,Bucks,Brooklyn,Nets
2790,2013-02-20,Final,94,97,0,Milwaukee,Bucks,Brooklyn,Nets
2791,2012-12-26,Final,108,93,1,Milwaukee,Bucks,Brooklyn,Nets
2792,2012-04-21,Final,106,95,1,Milwaukee,Bucks,Brooklyn,Nets
2793,2011-03-18,Final,110,95,1,Milwaukee,Bucks,Brooklyn,Nets
2794,2011-01-29,Final,91,81,1,Milwaukee,Bucks,Brooklyn,Nets
2795,2010-04-07,Final,108,89,1,Milwaukee,Bucks,Brooklyn,Nets
2796,2009-11-18,Final,99,85,1,Milwaukee,Bucks,Brooklyn,Nets
2797,2009-03-03,Final,95,99,0,Milwaukee,Bucks,Brooklyn,Nets
2798,2009-01-09,Final,104,102,1,Milwaukee,Bucks,Brooklyn,Nets
2799,2008-04-12,Final,98,111,0,Milwaukee,Bucks,Brooklyn,Nets
2800,2007-12-29,Final,95,97,0,Milwaukee,Bucks,Brooklyn,Nets
2801,2006-12-23,Final,115,104,1,Milwaukee,Bucks,Brooklyn,Nets
2802,2006-04-09,Final,83,95,0,Milwaukee,Bucks,Brooklyn,Nets
2803,2006-02-21,Final,85,89,0,Milwaukee,Bucks,Brooklyn,Nets
2804,2005-02-23,Final,100,81,1,Milwaukee,Bucks,Brooklyn,Nets
2805,2005-01-05,Final,97,74,1,Milwaukee,Bucks,Brooklyn,Nets
2806,2004-01-15,Final,86,83,1,Milwaukee,Bucks,Brooklyn,Nets
2807,2003-12-20,Final,92,87,1,Milwaukee,Bucks,Brooklyn,Nets
2808,2019-04-06,Final,128,133,0,Milwaukee,Bucks,Brooklyn,Nets
2809,2018-12-29,Final,129,115,1,Milwaukee,Bucks,Brooklyn,Nets
2810,2018-04-05,Final,111,119,0,Milwaukee,Bucks,Brooklyn,Nets
2811,2018-01-26,Final,116,91,1,Milwaukee,Bucks,Brooklyn,Nets
2812,2016-12-03,Final,112,103,1,Milwaukee,Bucks,Brooklyn,Nets
2813,2016-10-29,Final,110,108,1,Milwaukee,Bucks,Brooklyn,Nets
2814,2015-11-07,Final,94,86,1,Milwaukee,Bucks,Brooklyn,Nets
2815,2015-04-12,Final,96,73,1,Milwaukee,Bucks,Brooklyn,Nets
2816,2015-02-09,Final,103,97,1,Milwaukee,Bucks,Brooklyn,Nets
