,game_date,game_status_text,points_home,points_away,home_team_wins,city_home,nickname_home,city_away,nickname_away
0,2020-12-19,Final,120,117,1,Orlando,Magic,Charlotte,Hornets
1,2020-12-17,Final,115,123,0,Orlando,Magic,Charlotte,Hornets
2,2014-03-28,Final,110,105,1,Orlando,Magic,Charlotte,Hornets
3,2014-01-17,Final,101,111,0,Orlando,Magic,Charlotte,Hornets
4,2013-02-19,Final,92,105,0,Orlando,Magic,Charlotte,Hornets
5,2013-01-18,Final,100,106,0,Orlando,Magic,Charlotte,Hornets
6,2012-04-25,Final,102,95,1,Orlando,Magic,Charlotte,Hornets
7,2012-01-17,Final,96,89,1,Orlando,Magic,Charlotte,Hornets
8,2011-04-01,Final,89,77,1,Orlando,Magic,Charlotte,Hornets
9,2011-02-27,Final,100,86,1,Orlando,Magic,Charlotte,Hornets
10,2010-10-14,Final,86,73,1,Orlando,Magic,Charlotte,Hornets
11,2010-04-21,Final,92,77,1,Orlando,Magic,Charlotte,Hornets
12,2010-04-18,Final,98,89,1,Orlando,Magic,Charlotte,Hornets
13,2010-03-14,Final,89,96,0,Orlando,Magic,Charlotte,Hornets
14,2009-11-16,Final,97,91,1,Orlando,Magic,Charlotte,Hornets
15,2009-04-15,Final,98,73,1,Orlando,Magic,Charlotte,Hornets
16,2009-02-17,Final,107,102,1,Orlando,Magic,Charlotte,Hornets
17,2008-10-08,Final,118,80,1,Orlando,Magic,Charlotte,Hornets
18,2007-12-29,Final,104,95,1,Orlando,Magic,Charlotte,Hornets
19,2007-11-23,Final,105,92,1,Orlando,Magic,Charlotte,Hornets
20,2007-10-10,Final,123,99,1,Orlando,Magic,Charlotte,Hornets
21,2007-01-05,Final,106,74,1,Orlando,Magic,Charlotte,Hornets
22,2006-11-18,Final,97,83,1,Orlando,Magic,Charlotte,Hornets
23,2006-01-07,Final,108,92,1,Orlando,Magic,Charlotte,Hornets
24,2005-11-15,Final,85,77,1,Orlando,Magic,Charlotte,Hornets
25,2005-03-24,Final,94,108,0,Orlando,Magic,Charlotte,Hornets
26,2005-01-07,Final,111,91,1,Orlando,Magic,Charlotte,Hornets
27,2019-02-14,Final,127,89,1,Orlando,Magic,Charlotte,Hornets
28,2018-10-19,Final,88,120,0,Orlando,Magic,Charlotte,Hornets
29,2018-04-06,Final,100,137,0,Orlando,Magic,Charlotte,Hornets
30,2018-02-14,Final,102,104,0,Orlando,Magic,Charlotte,Hornets
31,2017-03-22,Final,102,109,0,Orlando,Magic,Charlotte,Hornets
32,2016-12-28,Final,101,120,0,Orlando,Magic,Charlotte,Hornets
33,2016-01-22,Final,116,120,0,Orlando,Magic,Charlotte,Hornets
34,2015-12-16,Final,113,98,1,Orlando,Magic,Charlotte,Hornets
35,2015-10-03,Final,100,106,0,Orlando,Magic,Charlotte,Hornets
36,2015-03-01,Final,83,98,0,Orlando,Magic,Charlotte,Hornets
37,2015-01-03,Final,90,98,0,Orlando,Magic,Charlotte,Hornets
38,2020-01-30,Final,121,107,1,Washington,Wizards,Charlotte,Hornets
39,2014-04-09,Final,88,94,0,Washington,Wizards,Charlotte,Hornets
40,2014-03-12,Final,85,98,0,Washington,Wizards,Charlotte,Hornets
41,2013-03-09,Final,104,87,1,Washington,Wizards,Charlotte,Hornets
42,2012-11-24,Final,106,108,0,Washington,Wizards,Charlotte,Hornets
43,2012-04-23,Final,101,73,1,Washington,Wizards,Charlotte,Hornets
44,2012-01-25,Final,92,75,1,Washington,Wizards,Charlotte,Hornets
45,2010-12-20,Final,108,75,1,Washington,Wizards,Charlotte,Hornets
46,2010-11-12,Final,85,93,0,Washington,Wizards,Charlotte,Hornets
47,2010-03-23,Final,86,95,0,Washington,Wizards,Charlotte,Hornets
48,2009-11-28,Final,76,92,0,Washington,Wizards,Charlotte,Hornets
49,2009-03-25,Final,95,93,1,Washington,Wizards,Charlotte,Hornets
50,2009-01-10,Final,89,92,0,Washington,Wizards,Charlotte,Hornets
51,2008-03-08,Final,97,100,0,Washington,Wizards,Charlotte,Hornets
52,2008-02-23,Final,110,95,1,Washington,Wizards,Charlotte,Hornets
53,2007-04-04,Final,100,108,0,Washington,Wizards,Charlotte,Hornets
54,2006-12-01,Final,121,109,1,Washington,Wizards,Charlotte,Hornets
55,2006-03-15,Final,107,99,1,Washington,Wizards,Charlotte,Hornets
56,2006-01-28,Final,107,97,1,Washington,Wizards,Charlotte,Hornets
57,2005-10-20,Final,96,89,1,Washington,Wizards,Charlotte,Hornets
58,2005-04-17,Final,106,104,1,Washington,Wizards,Charlotte,Hornets
59,2004-12-27,Final,106,87,1,Washington,Wizards,Charlotte,Hornets
60,2004-10-24,Final,97,85,1,Washington,Wizards,Charlotte,Hornets
61,2019-11-22,Final,125,118,1,Washington,Wizards,Charlotte,Hornets
62,2019-03-15,Final,110,116,0,Washington,Wizards,Charlotte,Hornets
63,2018-12-29,Final,130,126,1,Washington,Wizards,Charlotte,Hornets
64,2018-03-31,Final,107,93,1,Washington,Wizards,Charlotte,Hornets
65,2018-02-23,Final,105,122,0,Washington,Wizards,Charlotte,Hornets
66,2017-04-04,Final,118,111,1,Washington,Wizards,Charlotte,Hornets
67,2016-12-14,Final,109,106,1,Washington,Wizards,Charlotte,Hornets
68,2016-04-10,Final,113,98,1,Washington,Wizards,Charlotte,Hornets
69,2015-12-19,Final,109,101,1,Washington,Wizards,Charlotte,Hornets
70,2015-03-27,Final,110,107,1,Washington,Wizards,Charlotte,Hornets
71,2015-02-02,Final,88,92,0,Washington,Wizards,Charlotte,Hornets
72,2014-10-17,Final,86,96,0,Washington,Wizards,Charlotte,Hornets
73,2019-12-29,Final,117,104,1,Memphis,Grizzlies,Charlotte,Hornets
74,2014-03-08,Final,111,89,1,Memphis,Grizzlies,Charlotte,Hornets
75,2013-04-09,Final,94,75,1,Memphis,Grizzlies,Charlotte,Hornets
76,2010-12-15,Final,113,80,1,Memphis,Grizzlies,Charlotte,Hornets
77,2010-02-26,Final,89,93,0,Memphis,Grizzlies,Charlotte,Hornets
78,2008-12-19,Final,83,112,0,Memphis,Grizzlies,Charlotte,Hornets
79,2008-10-10,Final,92,79,1,Memphis,Grizzlies,Charlotte,Hornets
80,2008-03-17,Final,98,80,1,Memphis,Grizzlies,Charlotte,Hornets
81,2006-11-03,Final,96,83,1,Memphis,Grizzlies,Charlotte,Hornets
82,2006-03-26,Final,102,95,1,Memphis,Grizzlies,Charlotte,Hornets
83,2005-04-10,Final,102,95,1,Memphis,Grizzlies,Charlotte,Hornets
84,2019-10-14,Final,99,120,0,Memphis,Grizzlies,Charlotte,Hornets
85,2019-01-23,Final,107,118,0,Memphis,Grizzlies,Charlotte,Hornets
86,2017-10-30,Final,99,104,0,Memphis,Grizzlies,Charlotte,Hornets
87,2016-11-28,Final,85,104,0,Memphis,Grizzlies,Charlotte,Hornets
88,2015-12-11,Final,99,123,0,Memphis,Grizzlies,Charlotte,Hornets
89,2014-12-12,Final,113,107,1,Memphis,Grizzlies,Charlotte,Hornets
90,2020-02-25,Final,119,80,1,Indiana,Pacers,Charlotte,Hornets
91,2019-12-15,Final,107,85,1,Indiana,Pacers,Charlotte,Hornets
92,2013-12-13,Final,99,94,1,Indiana,Pacers,Charlotte,Hornets
93,2013-02-13,Final,101,77,1,Indiana,Pacers,Charlotte,Hornets
94,2013-01-12,Final,96,88,1,Indiana,Pacers,Charlotte,Hornets
95,2012-02-19,Final,108,73,1,Indiana,Pacers,Charlotte,Hornets
96,2012-01-07,Final,99,77,1,Indiana,Pacers,Charlotte,Hornets
97,2011-02-09,Final,104,103,1,Indiana,Pacers,Charlotte,Hornets
98,2010-12-10,Final,100,92,1,Indiana,Pacers,Charlotte,Hornets
99,2010-03-16,Final,99,94,1,Indiana,Pacers,Charlotte,Hornets
100,2009-12-16,Final,101,98,1,Indiana,Pacers,Charlotte,Hornets
101,2009-01-25,Final,98,93,1,Indiana,Pacers,Charlotte,Hornets
102,2008-11-28,Final,108,115,0,Indiana,Pacers,Charlotte,Hornets
103,2008-04-12,Final,103,107,0,Indiana,Pacers,Charlotte,Hornets
104,2008-03-19,Final,102,95,1,Indiana,Pacers,Charlotte,Hornets
105,2006-12-30,Final,102,113,0,Indiana,Pacers,Charlotte,Hornets
106,2006-10-19,Final,109,96,1,Indiana,Pacers,Charlotte,Hornets
107,2006-01-18,Final,98,92,1,Indiana,Pacers,Charlotte,Hornets
108,2005-11-18,Final,93,85,1,Indiana,Pacers,Charlotte,Hornets
109,2005-02-09,Final,94,87,1,Indiana,Pacers,Charlotte,Hornets
110,2004-11-26,Final,82,77,1,Indiana,Pacers,Charlotte,Hornets
111,2019-02-11,Final,99,90,1,Indiana,Pacers,Charlotte,Hornets
112,2019-01-20,Final,120,95,1,Indiana,Pacers,Charlotte,Hornets
113,2018-04-10,Final,93,119,0,Indiana,Pacers,Charlotte,Hornets
114,2018-01-29,Final,105,96,1,Indiana,Pacers,Charlotte,Hornets
115,2017-03-15,Final,98,77,1,Indiana,Pacers,Charlotte,Hornets
116,2016-12-12,Final,110,94,1,Indiana,Pacers,Charlotte,Hornets
117,2016-02-26,Final,95,96,0,Indiana,Pacers,Charlotte,Hornets
118,2016-02-10,Final,95,117,0,Indiana,Pacers,Charlotte,Hornets
119,2015-10-22,Final,98,86,1,Indiana,Pacers,Charlotte,Hornets
120,2015-04-03,Final,93,74,1,Indiana,Pacers,Charlotte,Hornets
121,2014-11-19,Final,88,86,1,Indiana,Pacers,Charlotte,Hornets
122,2020-02-28,Final,96,99,0,Toronto,Raptors,Charlotte,Hornets
123,2013-12-18,Final,102,104,0,Toronto,Raptors,Charlotte,Hornets
124,2013-03-15,Final,92,78,1,Toronto,Raptors,Charlotte,Hornets
125,2013-01-11,Final,99,78,1,Toronto,Raptors,Charlotte,Hornets
126,2012-04-03,Final,92,87,1,Toronto,Raptors,Charlotte,Hornets
127,2012-02-17,Final,91,98,0,Toronto,Raptors,Charlotte,Hornets
128,2011-03-13,Final,90,95,0,Toronto,Raptors,Charlotte,Hornets
129,2010-11-10,Final,96,101,0,Toronto,Raptors,Charlotte,Hornets
130,2009-12-30,Final,107,103,1,Toronto,Raptors,Charlotte,Hornets
131,2009-03-20,Final,89,102,0,Toronto,Raptors,Charlotte,Hornets
132,2008-11-26,Final,93,86,1,Toronto,Raptors,Charlotte,Hornets
133,2008-04-04,Final,100,105,0,Toronto,Raptors,Charlotte,Hornets
134,2007-12-03,Final,98,79,1,Toronto,Raptors,Charlotte,Hornets
135,2007-04-01,Final,107,94,1,Toronto,Raptors,Charlotte,Hornets
136,2007-01-22,Final,105,84,1,Toronto,Raptors,Charlotte,Hornets
137,2006-04-09,Final,88,94,0,Toronto,Raptors,Charlotte,Hornets
138,2006-01-11,Final,95,86,1,Toronto,Raptors,Charlotte,Hornets
139,2005-01-23,Final,103,92,1,Toronto,Raptors,Charlotte,Hornets
140,2019-11-18,Final,132,96,1,Toronto,Raptors,Charlotte,Hornets
141,2019-03-24,Final,114,115,0,Toronto,Raptors,Charlotte,Hornets
142,2018-10-22,Final,127,106,1,Toronto,Raptors,Charlotte,Hornets
143,2018-03-04,Final,103,98,1,Toronto,Raptors,Charlotte,Hornets
144,2017-11-29,Final,126,113,1,Toronto,Raptors,Charlotte,Hornets
145,2017-03-29,Final,106,110,0,Toronto,Raptors,Charlotte,Hornets
146,2017-02-15,Final,90,85,1,Toronto,Raptors,Charlotte,Hornets
147,2016-04-05,Final,96,90,1,Toronto,Raptors,Charlotte,Hornets
148,2016-01-01,Final,104,94,1,Toronto,Raptors,Charlotte,Hornets
149,2015-04-15,Final,92,87,1,Toronto,Raptors,Charlotte,Hornets
150,2015-01-08,Final,95,103,0,Toronto,Raptors,Charlotte,Hornets
151,2014-01-24,Final,125,96,1,New York,Knicks,Charlotte,Hornets
152,2013-11-05,Final,97,102,0,New York,Knicks,Charlotte,Hornets
153,2013-10-25,Final,83,85,0,New York,Knicks,Charlotte,Hornets
154,2013-03-29,Final,111,102,1,New York,Knicks,Charlotte,Hornets
155,2012-01-09,Final,91,87,1,New York,Knicks,Charlotte,Hornets
156,2012-01-04,Final,110,118,0,New York,Knicks,Charlotte,Hornets
157,2010-11-23,Final,110,107,1,New York,Knicks,Charlotte,Hornets
158,2010-01-07,Final,97,93,1,New York,Knicks,Charlotte,Hornets
159,2009-12-20,Final,98,94,1,New York,Knicks,Charlotte,Hornets
160,2009-03-07,Final,105,114,0,New York,Knicks,Charlotte,Hornets
161,2008-11-05,Final,101,98,1,New York,Knicks,Charlotte,Hornets
162,2008-04-09,Final,109,107,1,New York,Knicks,Charlotte,Hornets
163,2008-02-27,Final,113,89,1,New York,Knicks,Charlotte,Hornets
164,2007-01-12,Final,110,126,0,New York,Knicks,Charlotte,Hornets
165,2006-12-20,Final,111,109,1,New York,Knicks,Charlotte,Hornets
166,2006-04-17,Final,91,98,0,New York,Knicks,Charlotte,Hornets
167,2005-02-13,Final,102,99,1,New York,Knicks,Charlotte,Hornets
168,2004-12-26,Final,91,82,1,New York,Knicks,Charlotte,Hornets
169,2019-11-16,Final,102,103,0,New York,Knicks,Charlotte,Hornets
170,2018-12-09,Final,107,119,0,New York,Knicks,Charlotte,Hornets
171,2018-03-17,Final,124,101,1,New York,Knicks,Charlotte,Hornets
172,2017-11-07,Final,118,113,1,New York,Knicks,Charlotte,Hornets
173,2017-01-27,Final,110,107,1,New York,Knicks,Charlotte,Hornets
174,2016-11-25,Final,113,111,1,New York,Knicks,Charlotte,Hornets
175,2016-04-06,Final,97,111,0,New York,Knicks,Charlotte,Hornets
176,2015-11-17,Final,102,94,1,New York,Knicks,Charlotte,Hornets
177,2015-01-10,Final,82,110,0,New York,Knicks,Charlotte,Hornets
178,2014-11-02,Final,96,93,1,New York,Knicks,Charlotte,Hornets
179,2019-12-22,Final,119,93,1,Boston,Celtics,Charlotte,Hornets
180,2014-04-11,Final,106,103,1,Boston,Celtics,Charlotte,Hornets
181,2013-11-13,Final,83,89,0,Boston,Celtics,Charlotte,Hornets
182,2013-03-16,Final,105,88,1,Boston,Celtics,Charlotte,Hornets
183,2013-01-14,Final,100,89,1,Boston,Celtics,Charlotte,Hornets
184,2012-02-07,Final,94,84,1,Boston,Celtics,Charlotte,Hornets
185,2011-03-25,Final,81,83,0,Boston,Celtics,Charlotte,Hornets
186,2011-01-14,Final,99,94,1,Boston,Celtics,Charlotte,Hornets
187,2010-03-03,Final,104,80,1,Boston,Celtics,Charlotte,Hornets
188,2009-10-28,Final,92,59,1,Boston,Celtics,Charlotte,Hornets
189,2009-04-01,Final,111,109,1,Boston,Celtics,Charlotte,Hornets
190,2008-02-29,Final,108,100,1,Boston,Celtics,Charlotte,Hornets
191,2008-01-09,Final,83,95,0,Boston,Celtics,Charlotte,Hornets
192,2007-03-21,Final,84,92,0,Boston,Celtics,Charlotte,Hornets
193,2006-11-08,Final,110,108,1,Boston,Celtics,Charlotte,Hornets
194,2006-01-04,Final,109,106,1,Boston,Celtics,Charlotte,Hornets
195,2005-11-25,Final,90,89,1,Boston,Celtics,Charlotte,Hornets
196,2005-03-04,Final,104,84,1,Boston,Celtics,Charlotte,Hornets
197,2004-11-12,Final,91,74,1,Boston,Celtics,Charlotte,Hornets
198,2019-10-06,Final,107,106,1,Boston,Celtics,Charlotte,Hornets
199,2019-01-30,Final,126,94,1,Boston,Celtics,Charlotte,Hornets
200,2018-12-23,Final,119,103,1,Boston,Celtics,Charlotte,Hornets
201,2018-09-30,Final,115,112,1,Boston,Celtics,Charlotte,Hornets
202,2018-02-28,Final,134,106,1,Boston,Celtics,Charlotte,Hornets
203,2017-11-10,Final,90,87,1,Boston,Celtics,Charlotte,Hornets
204,2017-10-02,Final,94,82,1,Boston,Celtics,Charlotte,Hornets
205,2017-01-16,Final,108,98,1,Boston,Celtics,Charlotte,Hornets
206,2016-12-16,Final,96,88,1,Boston,Celtics,Charlotte,Hornets
207,2016-10-08,Final,104,86,1,Boston,Celtics,Charlotte,Hornets
208,2016-04-11,Final,100,114,0,Boston,Celtics,Charlotte,Hornets
209,2015-02-27,Final,106,98,1,Boston,Celtics,Charlotte,Hornets
210,2015-01-05,Final,95,104,0,Boston,Celtics,Charlotte,Hornets
211,2013-11-02,Final,105,84,1,New Orleans,Pelicans,Charlotte,Hornets
212,2012-11-09,Final,107,99,1,New Orleans,Pelicans,Charlotte,Hornets
213,2012-10-09,Final,97,82,1,New Orleans,Pelicans,Charlotte,Hornets
214,2012-03-12,Final,71,73,0,New Orleans,Pelicans,Charlotte,Hornets
215,2010-12-01,Final,89,73,1,New Orleans,Pelicans,Charlotte,Hornets
216,2010-04-07,Final,103,104,0,New Orleans,Pelicans,Charlotte,Hornets
217,2008-12-10,Final,105,89,1,New Orleans,Pelicans,Charlotte,Hornets
218,2008-01-18,Final,112,84,1,New Orleans,Pelicans,Charlotte,Hornets
219,2006-11-14,Final,94,85,1,New Orleans,Pelicans,Charlotte,Hornets
220,2006-01-02,Final,103,86,1,New Orleans,Pelicans,Charlotte,Hornets
221,2005-03-02,Final,94,85,1,New Orleans,Pelicans,Charlotte,Hornets
222,2019-04-03,Final,109,115,0,New Orleans,Pelicans,Charlotte,Hornets
223,2018-03-13,Final,119,115,1,New Orleans,Pelicans,Charlotte,Hornets
224,2016-11-19,Final,121,116,1,New Orleans,Pelicans,Charlotte,Hornets
225,2016-01-15,Final,109,107,1,New Orleans,Pelicans,Charlotte,Hornets
226,2014-11-04,Final,100,91,1,New Orleans,Pelicans,Charlotte,Hornets
227,2014-03-02,Final,116,99,1,Oklahoma City,Thunder,Charlotte,Hornets
228,2012-11-26,Final,114,69,1,Oklahoma City,Thunder,Charlotte,Hornets
229,2012-10-16,Final,120,98,1,Oklahoma City,Thunder,Charlotte,Hornets
230,2012-03-10,Final,122,95,1,Oklahoma City,Thunder,Charlotte,Hornets
231,2011-03-18,Final,99,82,1,Oklahoma City,Thunder,Charlotte,Hornets
232,2009-12-26,Final,98,91,1,Oklahoma City,Thunder,Charlotte,Hornets
233,2009-04-10,Final,84,81,1,Oklahoma City,Thunder,Charlotte,Hornets
234,2008-03-28,Final,93,96,0,Oklahoma City,Thunder,Charlotte,Hornets
235,2007-03-04,Final,96,89,1,Oklahoma City,Thunder,Charlotte,Hornets
236,2005-11-30,Final,104,94,1,Oklahoma City,Thunder,Charlotte,Hornets
237,2005-02-05,Final,113,99,1,Oklahoma City,Thunder,Charlotte,Hornets
238,2018-11-23,Final,109,104,1,Oklahoma City,Thunder,Charlotte,Hornets
239,2017-12-11,Final,103,116,0,Oklahoma City,Thunder,Charlotte,Hornets
240,2017-04-02,Final,101,113,0,Oklahoma City,Thunder,Charlotte,Hornets
241,2016-01-20,Final,109,95,1,Oklahoma City,Thunder,Charlotte,Hornets
242,2014-12-26,Final,98,75,1,Oklahoma City,Thunder,Charlotte,Hornets
243,2020-01-15,Final,100,86,1,Denver,Nuggets,Charlotte,Hornets
244,2014-01-29,Final,98,101,0,Denver,Nuggets,Charlotte,Hornets
245,2012-12-22,Final,110,88,1,Denver,Nuggets,Charlotte,Hornets
246,2011-03-02,Final,120,80,1,Denver,Nuggets,Charlotte,Hornets
247,2010-01-25,Final,104,93,1,Denver,Nuggets,Charlotte,Hornets
248,2009-01-30,Final,110,99,1,Denver,Nuggets,Charlotte,Hornets
249,2008-02-02,Final,117,101,1,Denver,Nuggets,Charlotte,Hornets
250,2007-01-29,Final,101,105,0,Denver,Nuggets,Charlotte,Hornets
251,2006-02-21,Final,100,84,1,Denver,Nuggets,Charlotte,Hornets
252,2005-03-16,Final,120,101,1,Denver,Nuggets,Charlotte,Hornets
253,2019-01-05,Final,123,110,1,Denver,Nuggets,Charlotte,Hornets
254,2018-02-05,Final,121,104,1,Denver,Nuggets,Charlotte,Hornets
255,2017-03-04,Final,102,112,0,Denver,Nuggets,Charlotte,Hornets
256,2016-01-10,Final,95,92,1,Denver,Nuggets,Charlotte,Hornets
257,2015-01-31,Final,86,104,0,Denver,Nuggets,Charlotte,Hornets
258,2020-01-12,Final,100,92,1,Phoenix,Suns,Charlotte,Hornets
259,2014-02-01,Final,105,95,1,Phoenix,Suns,Charlotte,Hornets
260,2012-12-19,Final,121,104,1,Phoenix,Suns,Charlotte,Hornets
261,2012-02-04,Final,95,89,1,Phoenix,Suns,Charlotte,Hornets
262,2011-01-26,Final,107,114,0,Phoenix,Suns,Charlotte,Hornets
263,2010-01-26,Final,109,114,0,Phoenix,Suns,Charlotte,Hornets
264,2009-02-24,Final,112,102,1,Phoenix,Suns,Charlotte,Hornets
265,2008-10-20,Final,111,108,1,Phoenix,Suns,Charlotte,Hornets
266,2008-02-04,Final,118,104,1,Phoenix,Suns,Charlotte,Hornets
267,2007-03-07,Final,115,106,1,Phoenix,Suns,Charlotte,Hornets
268,2006-02-25,Final,136,121,1,Phoenix,Suns,Charlotte,Hornets
269,2004-12-10,Final,115,106,1,Phoenix,Suns,Charlotte,Hornets
270,2019-01-06,Final,113,119,0,Phoenix,Suns,Charlotte,Hornets
271,2018-02-04,Final,110,115,0,Phoenix,Suns,Charlotte,Hornets
272,2017-03-02,Final,120,103,1,Phoenix,Suns,Charlotte,Hornets
273,2016-01-06,Final,111,102,1,Phoenix,Suns,Charlotte,Hornets
274,2014-11-14,Final,95,103,0,Phoenix,Suns,Charlotte,Hornets
275,2020-02-04,Final,125,110,1,Houston,Rockets,Charlotte,Hornets
276,2013-10-30,Final,96,83,1,Houston,Rockets,Charlotte,Hornets
277,2013-02-02,Final,109,95,1,Houston,Rockets,Charlotte,Hornets
278,2012-03-14,Final,107,87,1,Houston,Rockets,Charlotte,Hornets
279,2011-03-16,Final,94,78,1,Houston,Rockets,Charlotte,Hornets
280,2010-04-09,Final,97,90,1,Houston,Rockets,Charlotte,Hornets
281,2009-02-22,Final,99,78,1,Houston,Rockets,Charlotte,Hornets
282,2008-03-14,Final,89,80,1,Houston,Rockets,Charlotte,Hornets
283,2007-02-10,Final,104,83,1,Houston,Rockets,Charlotte,Hornets
284,2006-01-25,Final,102,78,1,Houston,Rockets,Charlotte,Hornets
285,2004-12-22,Final,87,90,0,Houston,Rockets,Charlotte,Hornets
286,2019-03-11,Final,118,106,1,Houston,Rockets,Charlotte,Hornets
287,2017-12-13,Final,108,96,1,Houston,Rockets,Charlotte,Hornets
288,2017-01-10,Final,121,114,1,Houston,Rockets,Charlotte,Hornets
289,2015-12-21,Final,102,95,1,Houston,Rockets,Charlotte,Hornets
290,2014-12-31,Final,102,83,1,Houston,Rockets,Charlotte,Hornets
291,2020-01-04,Final,120,123,0,Dallas,Mavericks,Charlotte,Hornets
292,2013-12-03,Final,89,82,1,Dallas,Mavericks,Charlotte,Hornets
293,2012-11-03,Final,126,99,1,Dallas,Mavericks,Charlotte,Hornets
294,2012-10-26,Final,99,82,1,Dallas,Mavericks,Charlotte,Hornets
295,2012-03-15,Final,101,96,1,Dallas,Mavericks,Charlotte,Hornets
296,2010-10-27,Final,101,86,1,Dallas,Mavericks,Charlotte,Hornets
297,2009-12-12,Final,98,97,1,Dallas,Mavericks,Charlotte,Hornets
298,2008-12-11,Final,95,90,1,Dallas,Mavericks,Charlotte,Hornets
299,2008-03-12,Final,118,93,1,Dallas,Mavericks,Charlotte,Hornets
300,2006-12-26,Final,97,84,1,Dallas,Mavericks,Charlotte,Hornets
301,2006-03-03,Final,90,76,1,Dallas,Mavericks,Charlotte,Hornets
302,2005-03-19,Final,104,93,1,Dallas,Mavericks,Charlotte,Hornets
303,2019-02-06,Final,99,93,1,Dallas,Mavericks,Charlotte,Hornets
304,2018-10-12,Final,118,123,0,Dallas,Mavericks,Charlotte,Hornets
305,2018-03-24,Final,98,102,0,Dallas,Mavericks,Charlotte,Hornets
306,2016-12-05,Final,101,109,0,Dallas,Mavericks,Charlotte,Hornets
307,2016-10-03,Final,95,88,1,Dallas,Mavericks,Charlotte,Hornets
308,2015-11-05,Final,94,108,0,Dallas,Mavericks,Charlotte,Hornets
309,2015-02-22,Final,92,81,1,Dallas,Mavericks,Charlotte,Hornets
310,2014-01-04,Final,103,113,0,Sacramento,Kings,Charlotte,Hornets
311,2013-03-03,Final,119,83,1,Sacramento,Kings,Charlotte,Hornets
312,2011-01-25,Final,89,94,0,Sacramento,Kings,Charlotte,Hornets
313,2010-01-30,Final,96,103,0,Sacramento,Kings,Charlotte,Hornets
314,2009-02-25,Final,91,98,0,Sacramento,Kings,Charlotte,Hornets
315,2008-01-30,Final,105,91,1,Sacramento,Kings,Charlotte,Hornets
316,2007-02-28,Final,135,120,1,Sacramento,Kings,Charlotte,Hornets
317,2005-11-29,Final,110,92,1,Sacramento,Kings,Charlotte,Hornets
318,2004-12-07,Final,109,92,1,Sacramento,Kings,Charlotte,Hornets
319,2019-10-30,Final,111,118,0,Sacramento,Kings,Charlotte,Hornets
320,2019-01-12,Final,104,97,1,Sacramento,Kings,Charlotte,Hornets
321,2018-01-02,Final,111,131,0,Sacramento,Kings,Charlotte,Hornets
322,2017-02-25,Final,85,99,0,Sacramento,Kings,Charlotte,Hornets
323,2016-01-25,Final,128,129,0,Sacramento,Kings,Charlotte,Hornets
324,2015-03-20,Final,101,91,1,Sacramento,Kings,Charlotte,Hornets
325,2014-01-01,Final,112,85,1,Los Angeles,Clippers,Charlotte,Hornets
326,2013-02-26,Final,106,84,1,Los Angeles,Clippers,Charlotte,Hornets
327,2011-01-29,Final,103,88,1,Los Angeles,Clippers,Charlotte,Hornets
328,2010-02-22,Final,98,94,1,Los Angeles,Clippers,Charlotte,Hornets
329,2009-02-28,Final,95,100,0,Los Angeles,Clippers,Charlotte,Hornets
330,2008-01-28,Final,100,107,0,Los Angeles,Clippers,Charlotte,Hornets
331,2007-02-26,Final,100,93,1,Los Angeles,Clippers,Charlotte,Hornets
332,2006-02-27,Final,95,87,1,Los Angeles,Clippers,Charlotte,Hornets
333,2004-12-06,Final,99,93,1,Los Angeles,Clippers,Charlotte,Hornets
334,2019-10-28,Final,111,96,1,Los Angeles,Clippers,Charlotte,Hornets
335,2019-01-08,Final,128,109,1,Los Angeles,Clippers,Charlotte,Hornets
336,2017-12-31,Final,106,98,1,Los Angeles,Clippers,Charlotte,Hornets
337,2017-02-26,Final,124,121,1,Los Angeles,Clippers,Charlotte,Hornets
338,2016-01-09,Final,97,83,1,Los Angeles,Clippers,Charlotte,Hornets
339,2015-10-14,Final,71,113,0,Los Angeles,Clippers,Charlotte,Hornets
340,2015-03-17,Final,99,92,1,Los Angeles,Clippers,Charlotte,Hornets
341,2014-04-02,Final,93,123,0,Philadelphia,76ers,Charlotte,Hornets
342,2014-01-15,Final,95,92,1,Philadelphia,76ers,Charlotte,Hornets
343,2013-03-30,Final,100,92,1,Philadelphia,76ers,Charlotte,Hornets
344,2013-02-09,Final,87,76,1,Philadelphia,76ers,Charlotte,Hornets
345,2012-01-27,Final,89,72,1,Philadelphia,76ers,Charlotte,Hornets
346,2011-01-17,Final,96,92,1,Philadelphia,76ers,Charlotte,Hornets
347,2010-12-04,Final,109,91,1,Philadelphia,76ers,Charlotte,Hornets
348,2010-03-10,Final,87,102,0,Philadelphia,76ers,Charlotte,Hornets
349,2009-11-18,Final,86,84,1,Philadelphia,76ers,Charlotte,Hornets
350,2009-03-27,Final,95,100,0,Philadelphia,76ers,Charlotte,Hornets
351,2009-01-09,Final,93,87,1,Philadelphia,76ers,Charlotte,Hornets
352,2007-11-07,Final,94,63,1,Philadelphia,76ers,Charlotte,Hornets
353,2007-03-23,Final,106,97,1,Philadelphia,76ers,Charlotte,Hornets
354,2007-02-07,Final,92,83,1,Philadelphia,76ers,Charlotte,Hornets
355,2005-12-09,Final,119,115,1,Philadelphia,76ers,Charlotte,Hornets
356,2005-11-04,Final,93,110,0,Philadelphia,76ers,Charlotte,Hornets
